id,aspect,summarize
637397cd39de7355c1044de6,早餐_正,連續入住，晚，住宿感受都很好，飯店與萬華車站共構，交通很方便，離龍山寺捷運站也只有步行約，分鐘的時間，周邊美食很多，入住部分，程序都很迅速，大廳寬敞乾淨，坐在沙發也很舒適，飯店人員態度都很友善，出入門都有人員協助開門，離開房間遇見清潔人員，他們也會親切的打招呼，房間清潔也都一絲不苟，很棒。
637397cd39de7355c1044de6,早餐_中,飯店的地點非常的好，不管是車站還是捷運站都非常的近，周邊商圈購物也很方便，走路，分鐘還有夜市可以逛，飯店人員服務態度很好也很貼心，提供的自助式早餐總類多也很好吃，下次一定會在選擇凱達。
637397cd39de7355c1044de6,早餐_負,值爆高，用便宜的價格住到高級的飯店，常住飯店的人就知道為甚麼我會這麼說，服務很好，員工態度讓你感覺賓至如歸，位置方便，飯店就在萬華火車站上面，還有專用停車場，景觀超讚，大力推薦給喜歡住高樓層的人，客房都是，樓起跳，白天晚上都很美，設施多樣，每個房間都配有一顆中高階藍芽音響，讓住宿品質更加提升，樓還有酒吧跟餐廳，唯一的一個小小小缺點是房間格局稍微小了點，但基本配備還是有一張小沙發跟桌子，總評，特優，個人私心太喜歡這家。
637397cd39de7355c1044de6,房間_正,連續入住，晚，住宿感受都很好，飯店與萬華車站共構，交通很方便，離龍山寺捷運站也只有步行約，分鐘的時間，周邊美食很多，入住部分，程序都很迅速，大廳寬敞乾淨，坐在沙發也很舒適，飯店人員態度都很友善，出入門都有人員協助開門，離開房間遇見清潔人員，他們也會親切的打招呼，房間清潔也都一絲不苟，很棒。
637397cd39de7355c1044de6,房間_中,飯店很新房間很棒，但需要保留較長時間辦理入住手續，服務人員很努力消化人潮請多點耐心，房間的配置很新穎很舒服，浴室廁所是分開的很棒。
637397cd39de7355c1044de6,房間_負,只有面淡水河房間景觀好這個優點的飯店，只有面淡水河房間景觀好這個優點的飯店，這次去入住，一共住了兩天，分別是，與，兩天去都遇到了幾個問題，第一是電梯不夠，間房的等級，只有，台電梯，還非高速電梯，這電梯還要混載一般用餐與會議的旅客，去停車塔除了繞一圈，也是只能搭電梯從，樓走空橋，尤其泳池與健身房在，樓，而電梯是奔違停高樓層與低樓層的，因此一半的電梯不停八樓，所以所有去健身房或與池的高樓層旅客，都得先搭電梯到五樓以下，再換低樓層電梯到八樓，這也導致低樓層電梯有超過兩倍房客的使用量，加上拉行李的，有的穿著濕濕的泳衣圍毛巾的，甚至還有拿泳圈的，這也導致電梯的效率更加惡化，第二是人力不夠，這次入住沒用旅遊補助而是透過訂房網站，可是，的入住要花一個多小時，的入住也要排隊花超過，分鐘快，分鐘，這效率很差，前台也少，這兩次入住也花了大量時間在早餐的取餐上面，因為餐廳的人力嚴重不足，導致玻璃杯是空的，餐檯一堆是空的，連麵包都是空的，牛奶，豆漿，汽水也是空的，連稀飯都是空的，只有咖啡機的咖啡渣是滿的，然後當然也沒有人力去清理，只能說我的天呀，但是這是牌價一人，元的早餐喔，第三是退房時，機車停車卡不能比照汽車直接消磁，還得去停車塔人工消磁，去停車塔還得出示訂房的訂單才可以，第四是房間的清潔不好，入住的，房，施工的電線在浴室屋頂與洗手台下是外露的，此外牆壁上爬滿了白色的蚜蟲，最後用衛生紙幫它們殺死的幾時上百隻的蚜蟲，這也與房間浴室設計缺乏通風排氣設備有關，所以浴室一弄濕就是師道第二天早上，這與習慣的日系飯店都有強制換氣廁所不同，第五是房間的隔音不好，隔壁與門外常會聽到有人喧嘩，甚至連一般門外對對話偷聽得到，例如道早安，詢問是否是退房，是否還會回來，是否可以進行打掃，第六是健身房泳池沒人顧，員工自己在健身房裡聊天吹冷氣運動，而非在門外看房卡量體溫那些，第七是水量不是很足，所以浴缸要放水得要十多分鐘，夠你沐浴完身體，可先去上個大號再回來泡澡，第八是房間只有兩瓶便宜的波爾水與，咖啡包，其他甚麼，軟性飲料等宣傳的都沒有，所以請花時間搭電梯去旁邊的，或是萬華車站裡的全家購買，第九是開門關門，房內電源就會切掉，這對於房內舒適度是有很大的差異，上面九點就是主要的缺點，優點部分，其一是有高樓層優勢，對淡水河那面還算不錯的視野，不過這優點凸顯在大稻埕花火節這一天上，其二是床的舒適度不錯，不過羽絨枕就比較差，沒多久就坍了，棉被較不透氣，因此空調開，度會流汗，其三是其中一邊的床頭提供有，充電孔，可以方便你幫手機充電，不過有點接觸不良，此外也不具備大電流高速充電的機能，其四是有平面停車場供機車停車，雖然主要目的是供月票員工停車的，但是是少數有機車停車場的飯店。
637397cd39de7355c1044de6,服務_正,房間乾淨明亮，服務良好，帶寶寶辦理入住服務人員親切協助，非常感謝。
637397cd39de7355c1044de6,服務_中,價格便宜，房間設備，整潔，人員服務都很好，比某些價格更高的飯店好多了。
637397cd39de7355c1044de6,服務_負,歲及，個月，分別租了一間，人房一間，人房冇包早餐，第一天我們去了，自己，早餐那邊員工態度非常好尢其一位帶眼鏡的女員工超幫忙好體貼客人，當日我冇留意她的姓名因我本以為每位員工都是這樣，但第二天我們去試試自助早餐就發現貴飯店的員工態度極參差不一，我們的房間是沒有包早餐需要先付款後安排進入，先說在大門外安排的女員工態度不友善甚至可以說是黑住臉工作，本人明白早餐時段較為人多但以貴飯店的名聲那，人左右在等待安排入坐絕對不成問題。
637397cd39de7355c1044de6,設備_正,綜上，商務或家庭出遊簡易住一晚，以相同價格來看相當划算，但要享受星級飯店設備及服務的旅客，可真別抱太大期待。
637397cd39de7355c1044de6,設備_中,價格便宜，房間設備，整潔，人員服務都很好，比某些價格更高的飯店好多了。
637397cd39de7355c1044de6,設備_負,飯店公共設施相對較少，就是基本的泳池，健身房，兒童遊戲室，停車場在對街停車塔，停車塔速度算快，有空橋可直通飯店，飯店客房樓層多，電梯數量一邊各三台應該還算足夠，房間比想像中小一些，但也是中規中矩該有的都有，還有一個小沙發可看電視，在床上就沒辦法看了，擺設位置關係，早餐是自助式，菜色滿多樣的。
637397cd39de7355c1044de6,價格_正,平日住宿價格優惠，性價比高，房間舒適，離捷運站近，交通方便，要去龍山寺區域走走很方便，也好停車。
637397cd39de7355c1044de6,價格_中,這價格可以住到凱撒系列酒店十分划算，房間不大但空間安排得宜也不擁擠，設備裝潢都很新，飯店還有游泳池跟健身房可以使用，不含早餐的價格很便宜。
637397cd39de7355c1044de6,價格_負,值爆高，用便宜的價格住到高級的飯店，常住飯店的人就知道為甚麼我會這麼說，服務很好，員工態度讓你感覺賓至如歸，位置方便，飯店就在萬華火車站上面，還有專用停車場，景觀超讚，大力推薦給喜歡住高樓層的人，客房都是，樓起跳，白天晚上都很美，設施多樣，每個房間都配有一顆中高階藍芽音響，讓住宿品質更加提升，樓還有酒吧跟餐廳，唯一的一個小小小缺點是房間格局稍微小了點，但基本配備還是有一張小沙發跟桌子，總評，特優，個人私心太喜歡這家。
637397cd39de7355c1044de7,交通_正,內部房間重新整修，所以房內設施都蠻新的，門口就捷運站，所以交通非常方便，距離小巨蛋也是步行就可以到的，週邊有餐廳，便利商店，美妝店，便利性高。
637397cd39de7355c1044de7,交通_中,捷運出口近，飯店樓下有好吃的麵包店，看小巨蛋演唱會不用人擠人坐捷運回家
637397cd39de7355c1044de7,交通_負,南京復興站出站即到，去小巨蛋步行也是，分鐘可到的範圍內，不用看完演唱會還要跟人擠捷運，附近生活機能良好有缺少什麼生活用品要買也不是問題，餐廳吃的也多距離遼寧夜市也是走一下就到了，這次還有使用傳真功能，張，塊比小七便宜直接在櫃台就能完成，早餐豐盛會有專門的人負責帶位，停車的話要從慶城街進來導航飯店地址會找不到入口錯開用餐時間的話會比較容易有車位，退房時將停車單給櫃台蓋章即可免費停車。
637397cd39de7355c1044de7,早餐_正,交通方便，一下樓便是捷運站跟公車站，距離小巨蛋走路只要，分鐘，附近很多餐廳，房間乾淨，床好睡，服務很好，早餐好吃，有停車場，樓下麵包店的草莓大福好好吃，總的來說真的無可挑剔。
637397cd39de7355c1044de7,早餐_中,交通位置佳，緊臨捷運站，開車前來也有地下停車場可以停，但停車場入口位置比較不好找，服務人員整體素質良好，櫃檯人員訓練有素，應答得體，防疫措施也很好，出入都有量體溫，清潔人員也很親切，做事細心不馬虎，客房乾淨且安靜，備品齊全充足，早餐有，的美式早餐或是，的自助早餐，簡單豐盛又美味，這次清明連假台北住宿兄弟大飯店，價格合宜，值很高。
637397cd39de7355c1044de7,早餐_負,一直以來對住宿選擇都次新飯店為首選，這次為了看音樂劇，在沒有太多時間考慮下選了老牌飯店，兄弟飯店，沒想到兄弟飯店不僅交通方便距離小巨蛋步行五分鐘左右，而且飯店內有多樣的餐廳可以選擇，最重要的是房間全部翻新裝潢過，沒有老舊飯店的粉塵或異味問題，設計簡潔大方，床鋪非常好睡，房間乾淨備品齊全，服務人員態度親切，全家人都十分滿意，非常推薦這個台灣本土品牌的飯店。
637397cd39de7355c1044de7,房間_正,交通方便，一下樓便是捷運站跟公車站，距離小巨蛋走路只要，分鐘，附近很多餐廳，房間乾淨，床好睡，服務很好，早餐好吃，有停車場，樓下麵包店的草莓大福好好吃，總的來說真的無可挑剔。
637397cd39de7355c1044de7,房間_中,老牌飯店，位置極佳，停車吃飯時間要排很久，最好避開吃飯時間，旁邊有慶城街一號很多吃的可以選擇，房間乾淨，性價比極高，非常推薦。
637397cd39de7355c1044de7,房間_負,一直以來對住宿選擇都次新飯店為首選，這次為了看音樂劇，在沒有太多時間考慮下選了老牌飯店，兄弟飯店，沒想到兄弟飯店不僅交通方便距離小巨蛋步行五分鐘左右，而且飯店內有多樣的餐廳可以選擇，最重要的是房間全部翻新裝潢過，沒有老舊飯店的粉塵或異味問題，設計簡潔大方，床鋪非常好睡，房間乾淨備品齊全，服務人員態度親切，全家人都十分滿意，非常推薦這個台灣本土品牌的飯店。
637397cd39de7355c1044de7,服務_正,交通方便，房間乾淨整潔舒適，服務人員親切。
637397cd39de7355c1044de7,服務_中,櫃台人員很主動服務，有時候就是這種快速的服務，親切的態度，讓人感覺很好。
637397cd39de7355c1044de7,服務_負,一直以來對住宿選擇都次新飯店為首選，這次為了看音樂劇，在沒有太多時間考慮下選了老牌飯店，兄弟飯店，沒想到兄弟飯店不僅交通方便距離小巨蛋步行五分鐘左右，而且飯店內有多樣的餐廳可以選擇，最重要的是房間全部翻新裝潢過，沒有老舊飯店的粉塵或異味問題，設計簡潔大方，床鋪非常好睡，房間乾淨備品齊全，服務人員態度親切，全家人都十分滿意，非常推薦這個台灣本土品牌的飯店。
637397cd39de7355c1044de7,設備_正,內部房間重新整修，所以房內設施都蠻新的，門口就捷運站，所以交通非常方便，距離小巨蛋也是步行就可以到的，週邊有餐廳，便利商店，美妝店，便利性高。
637397cd39de7355c1044de7,設備_中,飯店內的餐廳名氣都不錯，如果飯店有游泳設施更好。
637397cd39de7355c1044de7,設備_負,服務人員親切協助辦理提早三小時入住，房間非常乾淨浴室備品齊全，一樓早餐比預期的好吃，餐廳服務人員同樣親切熱情，同等價位的飯店很少有這麼好的服務。
637397cd39de7355c1044de7,價格_正,價格划算，早餐有兩種餐廳可以選擇，距離小巨蛋真的蠻近的，附近超商，康是美的屈臣氏，肯德基，麥當勞，都有，而且都超近，房間乾淨。
637397cd39de7355c1044de7,價格_中,早餐中規中矩，晚上，過後夜宵牛肉麵驚豔，自費，飯店內多樣餐廳可選擇，交通便利旁邊就是捷運站。
637397cd39de7355c1044de7,價格_負,一直以來對住宿選擇都次新飯店為首選，這次為了看音樂劇，在沒有太多時間考慮下選了老牌飯店，兄弟飯店，沒想到兄弟飯店不僅交通方便距離小巨蛋步行五分鐘左右，而且飯店內有多樣的餐廳可以選擇，最重要的是房間全部翻新裝潢過，沒有老舊飯店的粉塵或異味問題，設計簡潔大方，床鋪非常好睡，房間乾淨備品齊全，服務人員態度親切，全家人都十分滿意，非常推薦這個台灣本土品牌的飯店。
637397cd39de7355c1044de8,交通_正,交通，交通便利，旁邊就是車站，開車有免費停車場，覓食，對面全家，車站地下街美食街，環境，非常舒服乾淨，景色，樓夜景非常美，房間也能看到街景，很怕低噪音的我，半夜沒有聽到任何空調聲音，一覺好眠。
637397cd39de7355c1044de8,交通_中,不喜歡開車，喜歡機車小旅行的，這裡也有機車停車，在鬧區中央，晚上看完電影走回飯店很舒服。
637397cd39de7355c1044de8,交通_負,中午，點，後還有車位，晚上吃個飯回來，點就沒車位了，沒辦法就排隊等車位，等了，分鐘，服務人員雖然有提醒說紅線不能停車，但是也沒告如何處理沒停車位的問題，甚至沒有說哪裡有停車場，丟給房客自己處理，結果果然被警察驅離，只好去外面找付費車位，跑第一家停車場有提醒無法過夜，還好有告知去哪裡可以停車，停好後停車費我想應該不少，回飯店員是否有停車補貼之類的，因為之前住馥都飯店雖然也是車位滿了，但是有給附近停車場地圖，還可以拿發票退現金，凱撒服務人員說沒有辦法，只能排隊乾等，我是有等啊，那你叫警察不要趕人阿，那就算了，後來出去買東西，看到有車子開進來直接請服務人員停飯店外圍，忽然發現自己乖乖等車位像個笨蛋。
637397cd39de7355c1044de8,早餐_正,因為很在乎整潔程度所以訂了這間五星級的飯店，首先交通位置真的很棒，離車站很近，看完新北耶誕城可以馬上回到飯店休息，大廳有漂亮的聖誕樹，設備及環境都很不錯，人員服務態度也很親切，但是進房後有沒清走的，已穿過拖鞋，水龍頭上有明顯水漬，沙發上也很多疑似食物屑屑，希望以後整潔度可以多注意一下，相信整體會更有品質，也才能夠符合大家心中的五星級。
637397cd39de7355c1044de8,早餐_中,設施以及房間都很整潔，櫃檯服務人員態度有待加強以及停車位供不應求，清潔人員很親切有服務熱忱。
637397cd39de7355c1044de8,早餐_負,進飯店前好險標示算清楚停車場的位置很好找，順著指示找到了停車位很滿意，車道夠大，車位夠多，進了電梯感覺很明亮很乾淨，大廳的風格也是一樣，新飯店就應該如此，櫃檯人員也很親切的解說飯店設施，房間內整理的很乾淨，床也很，彈，美中不足的地方是，從大廳到停車場的電梯只有一台，遇到人多時要等等，整體而言對於這次的住宿體驗相當滿意的。
637397cd39de7355c1044de8,房間_正,從入住到退房感受都很棒，服務人員和員工很親切有禮貌，有任何需求向櫃檯反應都能協助，房間整潔乾淨，隔音很好，床和枕頭也很舒適，浴室乾濕分離，浴缸很大，地理位置棒，挑不出任和缺點的飯店。
637397cd39de7355c1044de8,房間_中,入住等很久，一定要等到三點才有房間，房間寬敞，浴室很乾淨，服務人員態度很好，下雨沒法使用游泳池，可惜連三溫暖都沒有。
637397cd39de7355c1044de8,房間_負,可是我們是半小時之前就有打電話請您們幫忙確認有沒有撿到包包，然後到飯店發現好像沒有人在處理這件事，又等了半小時才拿到包包，因為我們不是住附近，我們是住中部，我們也不知道飯店說要幫我們確認是要確認到何時才會答覆我們，且說真的我們是早上，點多就退房，房務人員應該是在我們退房後就可以進房整理，那時應該就會看到遺落的包包，應該在很快的就可以試著聯繫我們，但卻沒有。
637397cd39de7355c1044de8,服務_正,人員服務態度好，乾淨清潔，頂樓的游泳池保持得很乾淨，早晨有上去游泳，人員服務態度都很棒。
637397cd39de7355c1044de8,服務_中,設施以及房間都很整潔，櫃檯服務人員態度有待加強以及停車位供不應求，清潔人員很親切有服務熱忱。
637397cd39de7355c1044de8,服務_負,早上持續一小時的施工噪音睡眠中被吵醒，聯絡客服人員後僅回應說應是隔壁飯店趕工中所製造的噪音，無改善，另外帶幼兒同行，飯店無提供任何兒童備品，洗澡椅，毯子等因不足也無法提供，親子親善度不佳，且員工對於噪音或無法提供的服務其態度及語氣較為冷淡，不像五星飯店應有的服務品質，或許是新開幕訓練不足，期待未來可以更好。
637397cd39de7355c1044de8,設備_正,飯店服務人員很親切，房間也很乾淨整潔，隔音不錯唯一會讓我詬病的是冰箱的裝設位置在櫃子裡無法排熱導致冰箱內溫度非常高，東西都不會冰。
637397cd39de7355c1044de8,設備_中,設施以及房間都很整潔，櫃檯服務人員態度有待加強以及停車位供不應求，清潔人員很親切有服務熱忱。
637397cd39de7355c1044de8,設備_負,很大窗簾拉起來都覺得是陰天，當時住九樓，晚上會突然聽到機械聲，但是不是很大聲，對睡眠影響不大，手機可以直接用藍芽連電視，但是每一間的房間電視名稱都一樣，很常看到一半畫面被其他房客的手機連走，飯店內沒有飲水機，水要自己買不太方便，房間很乾淨，有泳池的飯店性價比應該是凱撒，值最高了，有機會會再去消費。
637397cd39de7355c1044de8,價格_正,臨時起意訂了飯店，雙人房價約，元，雖然，稍嫌單調，浴缸也有點小，但以這個價位，可以享受到房間的舒適，夜景，仍是很超值。
637397cd39de7355c1044de8,價格_中,地理位置優良，旁邊三鐵共構，交通方便，櫃台人員親切，房間還免費升等，房內整潔乾淨，真的非常推薦，有機會絕對會再次入住。
637397cd39de7355c1044de8,價格_負,首先是停車場的電梯等待時間過長，電梯內也略感空氣悶熱，房間很大也很舒適，櫃檯人員都算有禮貌，但不知是否因為剛開幕不久，櫃檯人員口誤我們的房間樓層，我們疑惑詢問，櫃檯人員也只是裝沒事，有失凱撒飯店的水準，或許再稍加訓練即可改善，又由於隔壁即為同集團的趣淘飯店，趣淘價格較為便宜，顯得凱撒性價比稍有不足，希望未來能再提升水準以符合五星級飯店價格的期待
637397cd39de7355c1044de9,交通_正,地理環境很方便，交通便利，有地鐵，飯店周邊有許多商圈可逛，下次會再去住。
637397cd39de7355c1044de9,交通_中,這間飯店的位置相當不錯，週邊生活機能也好，也相當適合外地人到此觀光旅遊，整體乾淨也大，部過若說有缺點大概是尖峰時期早餐用餐地點的座位比較少座位，可能會被編制到旁邊一起營業的火鍋店內座位區，除此之外我覺得相當不錯。
637397cd39de7355c1044de9,交通_負,深夜入住詢問何處停車，僅冷漠回覆沒有配合停車場，自行尋找後發現就在隔壁有地下停車場，但深夜視線不佳，亦無燈光標示，工作一天甚是疲憊，一時未察，繞了一大圈尋找回來才看到，唉，服務業是不容易，但提醒一聲，隔壁可以自費停車，讓旅客不必再費心找車位亦不難吧。
637397cd39de7355c1044de9,早餐_正,地理位置便利，周邊餐飲也相當方便，住宿品質體驗良好，未來去台北住宿的不二首選。
637397cd39de7355c1044de9,早餐_中,這間飯店的位置相當不錯，週邊生活機能也好，也相當適合外地人到此觀光旅遊，整體乾淨也大，部過若說有缺點大概是尖峰時期早餐用餐地點的座位比較少座位，可能會被編制到旁邊一起營業的火鍋店內座位區，除此之外我覺得相當不錯。
637397cd39de7355c1044de9,早餐_負,硬體方面，飯店大廳裝潢不比一般飯店差，設有公共飲水機很加分，不像一般飯店會有房間服務，我住兩晚，第一晚整理房間時房務人員幫我少備了棉花棒，但晚上時房務人員已下班因此只能自己去櫃檯拿，這點對我而言很麻煩，捷運站出來就是飯店，十分方便，服務方面，櫃台人力較少，入住時很多人在申請國旅補助，服務人員也非常有耐心地向旅客解釋詳細解釋來龍去脈，另一方面，我自己去辦理入住時，一旁的服務人員也會前來協助我，我覺得服務很棒，值得讚許。
637397cd39de7355c1044de9,房間_正,餐廳清幽乾淨，位置寬闊，房間整潔舒適，隔音好，一覺到天明，位置又方便，買師園回房間吃，以後都決定要住這裡，自助式，有夠方便。
637397cd39de7355c1044de9,房間_中,地點超讚的，捷運站，號出口錢櫃旁就到了，西門町就在附近，超近的，要逛街很方便，酒店裡服務人員態度親切，房間也很乾淨，下次去台北會想再住這裡。
637397cd39de7355c1044de9,房間_負,這次的房間不知道為什麼被安排到兩張大床，看起來是家庭房，和原本預定的不同，因為在入住時是採取自助，螢幕顯示房間還沒打掃完，和現場人員反應後，到了房間才發現是四人房，我們猜是因為房間還沒清潔完這個原因才給我們四人房，而不是原本的雙人房，這原本是好事，但是房間的灰塵多，電視的顏色不知道是老舊還是壞掉，人都黑黑的，床旁邊的沙發陷下去，沒人敢坐，我覺得原本自己預定的雙人房可能還比較好，上次住的就是雙人房，整體都很棒，反倒覺得不要升級大房可能比較好，不然這種品質真的會讓人不敢再去。
637397cd39de7355c1044de9,服務_正,捷運西門站，房間乾淨清潔，方便在西門町購物吃飯，服務人員亦很親切。
637397cd39de7355c1044de9,服務_中,酒店有代收網購，而且買到要冷藏的手信，也有冰櫃幫你收藏，因為夜機回家，冷凍食物要冷藏起來，原來酒店也有代客冷凍服務，很貼心呢，房間各設備都很新很乾淨，要保持質素哦。
637397cd39de7355c1044de9,服務_負,硬體方面，飯店大廳裝潢不比一般飯店差，設有公共飲水機很加分，不像一般飯店會有房間服務，我住兩晚，第一晚整理房間時房務人員幫我少備了棉花棒，但晚上時房務人員已下班因此只能自己去櫃檯拿，這點對我而言很麻煩，捷運站出來就是飯店，十分方便，服務方面，櫃台人力較少，入住時很多人在申請國旅補助，服務人員也非常有耐心地向旅客解釋詳細解釋來龍去脈，另一方面，我自己去辦理入住時，一旁的服務人員也會前來協助我，我覺得服務很棒，值得讚許。
637397cd39de7355c1044de9,設備_正,地理位置很棒，房間跟設施都乾淨整潔，唯有找電梯很像迷宮，飲水機也很少。
637397cd39de7355c1044de9,設備_中,飯店位置極佳，服務人員的態度也非常好，房間大小適中偏小但設施很，唯綜合型大樓樓層與其他營業場所共用較缺乏隱私不太好。
637397cd39de7355c1044de9,設備_負,房間都會聽到別房的水聲還有吹風機聲音，另外房間還會發出嗶嗶的聲音，可能是冷氣的聲音或是感測電燈的，壞掉的聲音，影響睡眠品質。
637397cd39de7355c1044de9,價格_正,房間很舒適很乾淨，員工服務態度好，位置方便，旁邊就是車站，性價比高，一定會介紹給朋友，信心之選。
637397cd39de7355c1044de9,價格_中,價格，地點都非常好，房間雖然不大但五臟俱全，早餐是自助式的，不算非常豪華但很豐盛一定能選到喜歡的食物。
637397cd39de7355c1044de9,價格_負,想說一開始我是想用最便宜的方式找住宿，看到飯店那麼便宜，就拉高了一點預算，畢竟要找到那麼便宜的飯店真的很難，當作一次飯店住宿體驗原本訂房時只有三個人要住宿，房價，包三人早餐，臨時決定要多加一位朋友，打電話問了飯店說要加，才可以換成，人房。
637397cd39de7355c1044dea,交通_正,鄰近捷運中山站，號出口，從北車來可走地下街，出口，位置很方便，且靠近商圈，容易覓食及交通。
637397cd39de7355c1044dea,交通_中,房間也是蠻乾淨的，早上睡過頭隔壁也有早餐店飲料店對面還有，北車也在附近，值真的很高。
637397cd39de7355c1044dea,交通_負,本次旅遊是去旅遊兼看展覽的，其實台北旅遊是不需要開車的畢竟大眾交通是非常方便的，但因為第一天要去的九份如果搭車上去就真的不太方便了，而且目前台北停車費真的價格不菲，但是剛好青旅斜對面就有一家停車場價格也算便宜，聽出場出口旁就剛好有捷運紅線中山站。
637397cd39de7355c1044dea,早餐_正,訂房附的早餐是文青早餐名店，好初早餐，的早餐，有三種口味可以擇一，真的非常超值喔。
637397cd39de7355c1044dea,早餐_中,缺點是熱水真的很爛，斷斷續續地，水壓和溫度很不穩，這幾天台北剛好變天感受更加明顯，希望能盡快處理。
637397cd39de7355c1044dea,早餐_負,館內各處都是一塵不染，每天都能看到管理人員非常確實的做好消毒與清潔，廚房設備一應俱全，整理得比外面餐廳還乾淨衛生，房間採光超好，打掃得窗明几淨，一點灰塵都沒有，房內插座充足，床舖很好睡，空間也非常足夠，冷氣沒有發霉也沒有臭味更是安靜無聲的運作又足夠涼冷，夏天晚上睡起來真的非常舒服。
637397cd39de7355c1044dea,房間_正,值超高的青年旅館，小管家個個都好親切，房間，盥洗室，交誼廳環境乾淨，舒適，文藝展覽區，入住旅人整個都文青起來，簡易早餐一早溫暖旅人的胃。
